CustomerID,VehicleMake,VehicleModel,VehicleYOM
Cust30353,Nissan,Maxima,2013
Cust30354,Nissan,Maxima,2003
Cust30355,Suburu,Legacy,2013
Cust30356,Suburu,RAM,2013
Cust30357,Dodge,RAM,2014
Cust30358,Dodge,Legacy,2012
Cust3036,Ford,C300,2003
Cust30360,Suburu,RAM,2015
Cust30361,Dodge,RAM,2012
Cust30362,Suburu,RAM,2011
Cust30363,Suburu,ML350,2012
Cust30365,Jeep,Wrangler,2005
Cust30366,Jeep,Wrangler,2007
Cust30367,Jeep,Wrangler,2008
Cust30368,Honda,Civic,2007
Cust30369,Jeep,Wrangler,2009
Cust30370,Jeep,Wrangler,2006
Cust30371,Honda,Wrangler,2011
Cust30372,Jeep,Wrangler,2012
Cust30373,Dodge,M5,2010
Cust30374,Dodge,RSX,2005
Cust30375,BMW,Neon,2010
Cust30376,Dodge,RSX,2005
Cust30377,Dodge,Neon,2002
Cust30378,BMW,Neon,2009
Cust30379,Dodge,Neon,2006
Cust3038,Mercedes,ML350,2000
Cust30380,BMW,Neon,2009
Cust30381,BMW,3 Series,2001
Cust30382,Honda,Ultima,2003
Cust30383,Honda,CRV,2011
Cust30386,Honda,Accord,2008
Cust30387,Honda,Ultima,2002
Cust30389,Nissan,CRV,2004
Cust3039,Nissan,A5,2007
Cust30390,Toyota,CRV,2010
Cust30392,Dodge,RAM,1999
Cust30393,Honda,Accord,2000
Cust30395,Jeep,Grand Cherokee,1999
Cust30398,Saab,95,2000
Cust30399,Saab,95,1999
Cust3040,BMW,X6,2007
Cust30400,BMW,X5,2001
Cust30401,Accura,TL,1999
Cust30402,BMW,TL,2001
Cust30403,Accura,TL,2004
Cust30404,Nissan,Ultima,2013
Cust30405,Nissan,Ultima,2002
Cust30406,BMW,X5,2003
Cust30407,BMW,TL,2003
Cust3041,Volkswagen,X5,1998
Cust30410,Jeep,Wrangler,1997
Cust30411,Audi,A5,1997
Cust30413,Audi,Wrangler,2001
Cust30414,Audi,A5,2004
Cust30415,Jeep,Wrangler,2002
Cust30416,Jeep,Wrangler,1998
Cust30417,Jeep,Wrangler,1998
Cust30418,Toyota,Impreza,2007
Cust3042,BMW,Highlander,2000
Cust30421,Toyota,Camry,2002
Cust30422,Toyota,Camry,2010
Cust30424,BMW,M5,2010
Cust30425,Toyota,Camry,2010
Cust30426,BMW,M5,2011
Cust30427,Nissan,Jetta,2003
Cust30428,Nissan,Maxima,2003
Cust3043,Dodge,A3,2007
Cust30430,Nissan,Maxima,2003
Cust30431,Volkswagen,Jetta,2004
Cust30432,Audi,Maxima,2002
Cust30433,Nissan,Maxima,2004
Cust30434,Accura,MDX,2003
Cust30435,Volkswagen,Jetta,2004
Cust30436,Saab,Wrangler,2014
Cust30438,Saab,92x,2014
Cust30439,Jeep,92x,2014
Cust30442,Jeep,Wrangler,2013
Cust30443,BMW,Wrangler,2013
Cust30445,Ford,Camry,2003
Cust30448,Toyota,Corolla,2004
Cust30449,Ford,F150,2003
Cust3045,Mercedes,ML350,2014
Cust30450,Toyota,Corolla,2002
Cust30451,Toyota,F150,2003
Cust30453,Audi,A5,2002
Cust30454,Volkswagen,RAM,1998
Cust30455,Ford,RAM,2000
Cust30456,Jeep,RAM,2001
Cust30457,Ford,Escape,2000
Cust30458,Dodge,Passat,2000
Cust30459,Dodge,Passat,1997
Cust30460,Dodge,RAM,2000
Cust30461,Volkswagen,RAM,1998
Cust30463,Saab,Neon,2014
Cust30464,Chevrolet,Malibu,2010
Cust30466,Suburu,Neon,2012
Cust30467,Saab,92x,2014
Cust30469,Saab,92x,2014
Cust3047,Suburu,Legacy,2002
Cust30470,Saab,92x,2011
Cust30471,Suburu,Neon,2011
Cust30472,Toyota,TL,1997
Cust30473,Toyota,Corolla,1995
Cust30474,Accura,Corolla,1996
Cust30475,Toyota,Corolla,1996
Cust30477,Toyota,Corolla,1997
Cust30478,Toyota,Neon,1997
Cust30479,Saab,Corolla,1997
Cust3048,Suburu,X6,2001
Cust30481,Jeep,TL,2007
Cust30482,BMW,3 Series,2011
Cust30483,BMW,Wrangler,2011
Cust30484,Jeep,F150,2008
Cust30486,Jeep,3 Series,2012
Cust30487,Jeep,Wrangler,2009
Cust30488,Jeep,Wrangler,2011
Cust30491,Saab,Tahoe,2003
Cust30494,Saab,Forrestor,2004
Cust30495,Suburu,Forrestor,2005
Cust30496,Suburu,Forrestor,2006
Cust30497,Saab,95,2006
Cust30498,Saab,93,2006
Cust30501,Saab,92x,2003
Cust30502,Nissan,93,2006
Cust30503,Nissan,Ultima,2004
Cust30505,Saab,Ultima,2005
Cust30507,Saab,93,2007
Cust30508,Toyota,Camry,2008
Cust30509,Toyota,Escape,2006
Cust3051,Dodge,A3,1997
Cust30511,Ford,95,2010
Cust30512,Ford,95,2012
Cust30513,Ford,Escape,2009
Cust30514,Ford,Camry,2006
Cust30515,Saab,Escape,2008
Cust30516,Ford,95,2010
Cust30517,Dodge,Neon,2002
Cust30518,Accura,MDX,1997
Cust30519,Dodge,Neon,1997
Cust3052,Audi,Neon,1997
Cust30520,Dodge,Neon,1998
Cust30522,Suburu,Neon,1997
Cust30523,Dodge,Neon,1997
Cust30524,Dodge,Impreza,1997
Cust30525,Dodge,Neon,1997
Cust30527,Accura,TL,2001
Cust30529,Accura,TL,2000
Cust3053,Audi,M5,2010
Cust30530,BMW,3 Series,2000
Cust30531,Accura,TL,2000
Cust30534,Accura,MDX,1997
Cust30535,Jeep,CRV,2013
Cust30536,Toyota,Corolla,2015
Cust30537,Honda,CRV,2015
Cust3054,Audi,Malibu,2011
Cust30540,Honda,Wrangler,2014
Cust30541,Toyota,Camry,2013
Cust30542,Toyota,CRV,2013
Cust30543,Honda,Camry,2010
Cust30545,Volkswagen,MDX,2005
Cust30546,Volkswagen,MDX,2007
Cust30548,Volkswagen,Passat,2011
Cust30549,Volkswagen,MDX,2006
Cust30551,Volkswagen,CRV,2011
Cust30552,Honda,CRV,2011
Cust30553,Chevrolet,Silverado,2009
Cust30555,Chevrolet,Silverado,2010
Cust30559,Chevrolet,Civic,2010
Cust3056,Volkswagen,A3,1999
Cust30560,Chevrolet,Silverado,2009
Cust30562,Accura,92x,2001
Cust30563,Accura,92x,2000
Cust30564,Ford,F150,1997
Cust30565,Ford,F150,1998
Cust30567,Ford,92x,1997
Cust30569,Ford,92x,1997
Cust30570,Saab,3 Series,1999
Cust30571,Saab,95,1998
Cust30572,Saab,A3,2002
Cust30573,Nissan,95,2005
Cust30574,Saab,95,1995
Cust30576,Nissan,Pathfinder,1999
Cust30577,Saab,X5,1995
Cust30578,Audi,A3,2002
Cust30579,BMW,95,1998
Cust3058,Dodge,Civic,1998
Cust30580,Audi,MDX,2003
Cust30582,Audi,A5,2003
Cust30583,,A5,2003
Cust30584,Jeep,A5,2005
Cust30585,Accura,A5,2003
Cust30587,Nissan,A5,2002
Cust30589,Saab,92x,2000
Cust30591,Saab,92x,1997
Cust30592,Saab,92x,1997
Cust30594,Toyota,Highlander,2000
Cust30596,Saab,92x,1996
Cust30597,BMW,92x,1998
Cust30598,Mercedes,X6,2000
Cust30599,BMW,F150,2000
Cust3060,Ford,Escape,2013
Cust30600,BMW,E400,2001
Cust30601,BMW,F150,2000
Cust30603,Mercedes,E400,2002
Cust30605,BMW,Civic,1999
Cust30606,BMW,X6,1999
Cust30607,Toyota,Grand Cherokee,2008
Cust30610,Jeep,Grand Cherokee,2007
Cust30611,Jeep,Grand Cherokee,2005
Cust30612,Jeep,Grand Cherokee,2001
Cust30613,Jeep,Grand Cherokee,2007
Cust30615,Toyota,Grand Cherokee,2006
Cust30617,Ford,Escape,1996
Cust30619,Volkswagen,Escape,2001
Cust3062,Mercedes,ML350,2014
Cust30622,Nissan,Ultima,1997
Cust30623,Volkswagen,Escape,2002
Cust30625,Volkswagen,A3,2012
Cust30627,Volkswagen,Passat,2012
Cust30629,Honda,A3,2013
Cust3063,Accura,Civic,2011
Cust30630,Audi,A3,2013
Cust30633,Nissan,A3,2013
Cust30634,Honda,Grand Cherokee,2005
Cust30635,Jeep,Accord,2003
Cust30637,Honda,Accord,2012
Cust30638,Jeep,Accord,2006
Cust30639,Honda,Accord,2005
Cust3064,Honda,MDX,2010
Cust30642,Volkswagen,Accord,2007
Cust30643,Audi,Jetta,2003
Cust30645,Volkswagen,Jetta,2008
Cust30648,Jeep,Wrangler,1998
Cust30649,Jeep,Jetta,2003
Cust3065,Honda,Accord,2004
Cust30651,Volkswagen,Jetta,2008
Cust30653,Dodge,Maxima,2005
Cust30654,Nissan,Maxima,2002
Cust30655,Nissan,Maxima,2002
Cust30656,Dodge,Neon,2007
Cust30659,Dodge,Maxima,2003
Cust3066,Accura,Accord,2005
Cust30660,Chevrolet,Maxima,2002
Cust30661,Mercedes,E400,2002
Cust30662,Nissan,Pathfinder,2003
Cust30663,Mercedes,Pathfinder,2003
Cust30664,Honda,Civic,2000
Cust30665,Mercedes,Civic,2000
Cust30666,Honda,Civic,2001
Cust30667,Toyota,Camry,1999
Cust30669,Nissan,Pathfinder,2003
Cust3067,Chevrolet,Silverado,2004
Cust30670,Volkswagen,Passat,2004
Cust30671,,Passat,2004
Cust30672,Ford,Passat,2002
Cust30673,Volkswagen,E400,2001
Cust30674,Volkswagen,Passat,2000
Cust30676,Mercedes,Passat,2002
Cust30677,Volkswagen,Wrangler,2004
Cust30678,Volkswagen,Wrangler,2000
Cust30679,Suburu,Ultima,1997
Cust3068,Chevrolet,Tahoe,2006
Cust30680,Suburu,Ultima,1997
Cust30681,Nissan,Forrestor,1997
Cust30682,Nissan,Ultima,1997
Cust30683,Suburu,Forrestor,1997
Cust30684,Nissan,Ultima,1996
Cust30685,Nissan,Ultima,1997
Cust30686,Volkswagen,Ultima,1996
Cust30687,Suburu,Forrestor,1997
Cust30688,Chevrolet,Silverado,2014
Cust3069,Nissan,Pathfinder,2012
Cust30691,Jeep,Corolla,2015
Cust30695,Toyota,Wrangler,2015
Cust30696,Jeep,Neon,2014
Cust30697,Mercedes,E400,1999
Cust30698,Suburu,Forrestor,1998
Cust30699,Suburu,E400,1997
Cust30701,Suburu,E400,1997
Cust30702,Suburu,E400,1998
Cust30703,Mercedes,E400,1999
Cust30704,Mercedes,Forrestor,1997
Cust30705,Mercedes,E400,1999
Cust30706,Chevrolet,Silverado,2000
Cust30707,Dodge,Silverado,2003
Cust30708,Chevrolet,Silverado,2004
Cust30709,Dodge,Pathfinder,1998
Cust3071,Saab,RAM,2012
Cust30710,Nissan,Neon,1997
Cust30712,Dodge,Neon,1998
Cust30713,Dodge,Neon,1997
Cust30714,Nissan,Pathfinder,1998
Cust30717,Jeep,Wrangler,1999
Cust30718,Jeep,TL,1998
Cust30719,Audi,TL,2003
Cust3072,Saab,95,2009
Cust30720,Audi,A3,2001
Cust30721,Jeep,TL,1998
Cust30724,Audi,A3,2006
Cust30726,Audi,Fusion,2003
Cust30727,Audi,A3,2007
Cust30728,Audi,A3,2004
Cust30729,Audi,A3,2004
Cust3073,Saab,92x,1997
Cust30730,Audi,A3,2003
Cust30732,Ford,Fusion,2004
Cust30734,Audi,A3,2004
Cust30735,Volkswagen,Jetta,2002
Cust30736,Audi,A3,2011
Cust30737,Volkswagen,A3,2010
Cust30739,Volkswagen,A3,2003
Cust3074,Saab,93,1999
Cust30741,Volkswagen,A3,2010
Cust30742,Dodge,RAM,2003
Cust30743,Honda,Civic,2004
Cust30745,Dodge,RAM,2004
Cust30746,Dodge,RAM,2004
Cust30747,Honda,Civic,2003
Cust30748,Honda,RAM,2002
Cust30749,Dodge,RAM,2003
Cust3075,Ford,Ultima,2014
Cust30750,Volkswagen,RAM,2003
Cust30752,Toyota,Highlander,2012
Cust30754,Dodge,RAM,2010
Cust30755,Suburu,Legacy,2014
Cust30756,Toyota,RAM,2011
Cust30758,Suburu,Legacy,2013
Cust3076,BMW,M5,2004
Cust30760,BMW,MDX,2005
Cust30762,BMW,X5,2004
Cust30763,Suburu,Impreza,2001
Cust30764,,MDX,2006
Cust30767,Accura,X5,2004
Cust30768,Accura,TL,2007
Cust30769,Chevrolet,Wrangler,2007
Cust3077,Ford,ML350,2005
Cust30770,Jeep,Wrangler,2007
Cust30771,Suburu,Tahoe,2008
Cust30773,Jeep,Tahoe,2007
Cust30774,Suburu,Forrestor,2008
Cust30775,Chevrolet,Tahoe,2007
Cust30777,Suburu,Tahoe,2007
Cust30778,Dodge,Neon,1997
Cust30779,Dodge,Neon,1998
Cust3078,Toyota,Corolla,2015
Cust30783,Dodge,Neon,2001
Cust30784,Ford,Neon,2001
Cust30785,Mercedes,Neon,2000
Cust30787,Saab,Tahoe,1998
Cust30788,Saab,95,2010
Cust3079,Jeep,MDX,2001
Cust30790,Chevrolet,Tahoe,2004
Cust30791,Chevrolet,Malibu,2007
Cust30792,Saab,Tahoe,2001
Cust30794,Ford,Tahoe,2011
Cust30795,Chevrolet,Malibu,2008
Cust30796,Mercedes,Forrestor,1996
Cust30798,Ford,Forrestor,2000
Cust30799,Toyota,Forrestor,2001
Cust3080,Accura,Escape,2002
Cust30801,Toyota,Camry,2001
Cust30802,Mercedes,ML350,1996
Cust30803,Suburu,Forrestor,1996
Cust30804,Toyota,Camry,2002
Cust30805,Toyota,Highlander,1999
Cust30806,Toyota,Highlander,2006
Cust30807,Dodge,Highlander,1999
Cust30808,Nissan,Highlander,1999
Cust3081,Toyota,A3,2006
Cust30810,Dodge,Highlander,2002
Cust30811,Jeep,Highlander,2005
Cust30812,Jeep,Grand Cherokee,2005
Cust30813,Toyota,Highlander,2005
Cust30814,Saab,MDX,2005
Cust30816,Jeep,Wrangler,2008
Cust30817,Accura,MDX,2007
Cust30818,Accura,92x,2005
Cust3082,Audi,A3,2010
Cust30820,Accura,MDX,2007
Cust30821,Saab,92x,2004
Cust30822,Saab,MDX,2005
Cust30823,Chevrolet,Malibu,1998
Cust30824,Ford,RAM,2002
Cust30825,Honda,CRV,2001
Cust30826,Dodge,F150,2002
Cust30827,Dodge,RAM,2005
Cust30829,Honda,CRV,2002
Cust3083,Ford,Fusion,2008
Cust30830,Dodge,RAM,1998
Cust30831,Ford,RAM,2001
Cust30832,Accura,RSX,2006
Cust30833,Accura,M5,2010
Cust30834,Jeep,RSX,1998
Cust30835,Accura,M5,2009
Cust30836,Jeep,Grand Cherokee,2003
Cust30837,BMW,RSX,2004
Cust30838,Jeep,RSX,2000
Cust30839,BMW,X5,2004
Cust3084,Audi,A5,2008
Cust30840,Accura,RSX,2004
Cust30841,Jeep,TL,2015
Cust30842,Accura,Wrangler,2009
Cust30843,Jeep,Legacy,2012
Cust30844,Jeep,Malibu,2010
Cust30845,Jeep,Malibu,2014
Cust30847,Jeep,Wrangler,2012
Cust30848,Accura,Wrangler,2010
Cust30849,Chevrolet,Wrangler,2010
Cust3085,Dodge,RAM,1999
Cust30852,Volkswagen,Camry,2000
Cust30853,Volkswagen,Jetta,2003
Cust30854,Audi,Jetta,2005
Cust30859,Jeep,Pathfinder,2011
Cust3086,Audi,A3,1999
Cust30860,Nissan,Pathfinder,2011
Cust30862,Mercedes,C300,2009
Cust30863,Nissan,Wrangler,2012
Cust30864,Nissan,Pathfinder,2010
Cust30865,Volkswagen,Passat,2009
Cust30866,Volkswagen,Pathfinder,2010
Cust30867,Volkswagen,Passat,2009
Cust30868,Honda,Civic,1996
Cust30869,Volkswagen,Civic,1999
Cust3087,BMW,ML350,2011
Cust30872,Honda,Civic,1998
Cust30873,Honda,Jetta,1999
Cust30874,Volkswagen,Jetta,2001
Cust30875,Volkswagen,Passat,1998
Cust30876,Volkswagen,Civic,1998
Cust30877,Chevrolet,Malibu,2005
Cust30879,Chevrolet,MDX,2004
Cust3088,Mercedes,X5,2008
Cust30881,Chevrolet,MDX,2005
Cust30883,Audi,Malibu,2004
Cust30884,Chevrolet,A5,2004
Cust30885,Chevrolet,Jetta,2003
Cust30886,Chevrolet,Legacy,2008
Cust30887,Audi,A3,2006
Cust30889,Chevrolet,Legacy,2009
Cust3089,Nissan,92x,1999
Cust30890,Suburu,Tahoe,2007
Cust30891,Suburu,Wrangler,2011
Cust30892,Jeep,Wrangler,2012
Cust30894,Suburu,Legacy,2013
Cust30895,Suburu,X5,2001
Cust30896,Nissan,X5,2006
Cust30897,Ford,F150,2009
Cust30899,BMW,X5,2008
Cust30900,BMW,Maxima,2006
Cust30901,BMW,X5,2009
Cust30902,Nissan,Maxima,2007
Cust30903,BMW,F150,2007
Cust30904,Saab,92x,2009
Cust30905,Audi,Civic,2008
Cust30906,Audi,A3,2007
Cust30907,Audi,MDX,2010
Cust30908,Accura,A3,2009
Cust30909,Saab,92x,2010
Cust3091,Suburu,Passat,1996
Cust30910,Saab,92x,2009
Cust30911,Accura,A3,2010
Cust30912,Saab,A3,2009
Cust30913,Dodge,RAM,1995
Cust30914,Suburu,RAM,1996
Cust30915,Suburu,RAM,1995
Cust30918,Dodge,ML350,1995
Cust3092,Mercedes,Passat,1996
Cust30921,Suburu,Forrestor,1996
Cust30923,Volkswagen,Jetta,2010
Cust30924,Volkswagen,Jetta,2007
Cust30926,Jeep,Wrangler,2010
Cust30927,Jeep,Jetta,2006
Cust30928,Jeep,Wrangler,2008
Cust30929,Jeep,Wrangler,2010
Cust3093,Nissan,MDX,2012
Cust30930,Honda,Civic,2008
Cust30931,Ford,Malibu,1999
Cust30934,Ford,CRV,2003
Cust30935,Ford,CRV,2005
Cust30936,Audi,F150,2008
Cust30937,Ford,A3,2004
Cust30939,Ford,F150,2005
Cust3094,Volkswagen,MDX,2011
Cust30940,Mercedes,Maxima,1998
Cust30942,Saab,E400,1996
Cust30944,Mercedes,Maxima,1998
Cust30945,Honda,E400,1996
Cust30946,Nissan,Maxima,1999
Cust30947,Saab,95,1996
Cust30948,Mercedes,E400,1996
Cust30949,Accura,ML350,1998
Cust3095,Accura,TL,2006
Cust30950,Accura,ML350,2001
Cust30952,Saab,95,2000
Cust30953,Mercedes,ML350,2001
Cust30954,Accura,95,2000
Cust30955,Nissan,TL,2007
Cust30956,Accura,Maxima,2007
Cust30957,Accura,TL,2012
Cust30958,Mercedes,Tahoe,1999
Cust3096,Chevrolet,Tahoe,2001
Cust30960,Chevrolet,Tahoe,1997
Cust30962,BMW,X6,1998
Cust30963,Chevrolet,Tahoe,1998
Cust30964,BMW,X6,1997
Cust30966,Suburu,Tahoe,1998
Cust30968,Mercedes,E400,2007
Cust30969,Volkswagen,Passat,2004
Cust3097,BMW,X6,1998
Cust30970,Accura,E400,2004
Cust30972,Accura,E400,2004
Cust30973,Accura,E400,2004
Cust30974,Mercedes,E400,2004
Cust30975,Accura,MDX,2004
Cust30977,Nissan,Maxima,2013
Cust30979,Nissan,Maxima,2012
Cust30980,Saab,93,2013
Cust30981,Suburu,Legacy,2013
Cust30983,Suburu,Legacy,2013
Cust30984,BMW,3 Series,2012
Cust30985,Dodge,Pathfinder,1997
Cust30986,Dodge,Pathfinder,2000
Cust30987,Dodge,Pathfinder,1999
Cust30988,Dodge,Neon,1996
Cust30989,Dodge,TL,1995
Cust3099,Ford,Escape,2011
Cust30990,Nissan,Pathfinder,1995
Cust30991,Suburu,Neon,1997
Cust30992,Accura,Neon,1997
Cust30993,Dodge,Neon,1999
Cust30994,Accura,Wrangler,1995
Cust30996,Jeep,Wrangler,1996
Cust30997,Volkswagen,Jetta,1996
Cust3100,Jeep,Wrangler,2006
Cust31000,Toyota,Wrangler,1997
Cust31001,Jeep,MDX,1996
Cust31005,Accura,TL,1995
Cust31006,Accura,M5,1998
Cust31007,Dodge,RAM,1998
Cust31008,Dodge,MDX,1997
Cust31009,Accura,TL,1996
Cust3101,Dodge,Neon,2001
Cust31010,Accura,MDX,1999
Cust31011,Accura,MDX,1998
Cust31013,Suburu,93,2001
Cust31015,Suburu,Legacy,2005
Cust31016,Suburu,93,2005
Cust31017,Suburu,93,2001
Cust31018,Suburu,93,2008
Cust31019,Saab,93,2008
Cust3102,Suburu,Impreza,2010
Cust31020,Saab,Legacy,2008
Cust31021,Nissan,92x,2004
Cust31022,Saab,92x,2000
Cust31025,Nissan,Maxima,2003
Cust31026,Volkswagen,Maxima,1999
Cust31028,Nissan,92x,2002
Cust3103,Honda,Jetta,2006
Cust31030,Nissan,Accord,1997
Cust31031,Nissan,Maxima,1998
Cust31033,Nissan,Maxima,1999
Cust31034,Nissan,Maxima,1997
Cust31035,Saab,93,2005
Cust31036,Honda,Maxima,1997
Cust31037,Nissan,Maxima,1997
Cust31038,Nissan,93,2005
Cust3104,Volkswagen,95,2005
Cust31040,Mercedes,Forrestor,2000
Cust31041,Accura,TL,2011
Cust31043,Suburu,Forrestor,1998
Cust31044,Accura,C300,2012
Cust31045,Accura,C300,2012
Cust31047,Mercedes,Forrestor,2012
Cust31048,Ford,F150,2002
Cust31049,Volkswagen,Forrestor,2009
Cust31050,Saab,92x,2002
Cust31051,Suburu,Passat,2005
Cust31052,Volkswagen,Forrestor,2005
Cust31054,Suburu,Forrestor,2008
Cust31055,Saab,92x,1997
Cust31056,Volkswagen,Passat,2007
Cust31057,Suburu,Impreza,2008
Cust31058,Suburu,Impreza,2011
Cust31059,Volkswagen,Impreza,2007
Cust3106,Nissan,93,2010
Cust31060,Toyota,Camry,2003
Cust31061,Toyota,Impreza,2000
Cust31062,Suburu,Impreza,2004
Cust31064,Suburu,Camry,2006
Cust31065,Volkswagen,Jetta,2007
Cust31066,Nissan,Wrangler,2005
Cust31067,Jeep,Pathfinder,2004
Cust31068,Dodge,Neon,2002
Cust31069,Dodge,Neon,2002
Cust31072,Nissan,Pathfinder,2005
Cust31073,Jeep,Wrangler,2001
Cust31075,Accura,TL,2008
Cust31077,Suburu,Forrestor,2008
Cust31080,Suburu,MDX,2000
Cust31082,Suburu,Forrestor,2008
Cust31083,Suburu,Forrestor,2008
Cust31085,Audi,A5,2002
Cust31086,Audi,C300,2005
Cust31087,Audi,A5,2007
Cust31089,Accura,A5,2004
Cust3109,Suburu,Impreza,2009
Cust31090,Accura,MDX,1999
Cust31092,Audi,A5,2005
Cust31093,Chevrolet,Jetta,2008
Cust31096,Chevrolet,Jetta,2010
Cust31097,Volkswagen,Fusion,2010
Cust31098,Volkswagen,Jetta,2011
Cust31099,Suburu,Jetta,2009
Cust3110,Suburu,Legacy,2001
Cust31100,Suburu,Jetta,2009
Cust31101,Ford,Jetta,2010
Cust31102,Suburu,Silverado,1996
Cust31103,Chevrolet,RSX,2000
Cust31104,Chevrolet,Silverado,1997
Cust31106,Chevrolet,Silverado,1996
Cust31107,Chevrolet,RSX,2000
Cust3111,Honda,Civic,2009
Cust31112,Dodge,RAM,2000
Cust31113,Suburu,Highlander,1999
Cust31116,Toyota,Highlander,2000
Cust31117,Suburu,Forrestor,2000
Cust31118,Dodge,Highlander,1999
Cust3112,Audi,A5,2012
Cust31120,Nissan,Ultima,1999
Cust31121,Dodge,93,1996
Cust31122,Nissan,Ultima,1998
Cust31123,Honda,93,1996
Cust31124,Dodge,93,1996
Cust31126,Honda,93,1998
Cust31127,Honda,Accord,1999
Cust31128,Saab,93,1996
Cust31129,Toyota,Camry,2006
Cust31130,Toyota,Camry,2006
Cust31131,Toyota,Highlander,2006
Cust31132,Accura,MDX,2004
Cust31134,Toyota,Camry,2006
Cust31137,Toyota,Highlander,2006
Cust31138,Nissan,A3,2002
Cust3114,Honda,Civic,1998
Cust31140,Toyota,Corolla,2004
Cust31141,Toyota,A3,2003
Cust31142,Honda,A3,1999
Cust31143,Audi,A3,2003
Cust31144,Audi,Corolla,2002
Cust31146,Honda,A3,1997
Cust31147,Toyota,Passat,2003
Cust31148,Toyota,Passat,2003
Cust31150,Mercedes,Passat,2003
Cust31151,Mercedes,Passat,2004
Cust31152,Volkswagen,Passat,2000
Cust31153,Volkswagen,ML350,2003
Cust31154,Saab,Passat,1996
Cust31155,Mercedes,ML350,2005
Cust31156,Dodge,92x,2005
Cust31157,Jeep,Wrangler,2001
Cust31158,Dodge,Wrangler,2002
Cust31159,Saab,Neon,2004
Cust3116,Nissan,Malibu,2013
Cust31160,Accura,Neon,2002
Cust31163,Dodge,92x,2003
Cust31164,Saab,92x,2004
Cust31165,Volkswagen,Jetta,2003
Cust31166,Volkswagen,Jetta,2004
Cust31168,Volkswagen,MDX,2002
Cust31169,Volkswagen,Jetta,2004
Cust3117,Mercedes,F150,2007
Cust31170,Saab,95,2003
Cust31171,Saab,95,2003
Cust31172,Volkswagen,Jetta,2004
Cust31173,Volkswagen,Jetta,2003
Cust31174,Nissan,Highlander,2004
Cust31175,Ford,Ultima,2004
Cust31176,Ford,Ultima,2001
Cust31177,Nissan,Highlander,2004
Cust31178,Toyota,Ultima,2004
Cust3118,Mercedes,C300,2008
Cust31180,Nissan,Highlander,2005
Cust31183,Dodge,Neon,2006
Cust31185,Suburu,Legacy,2006
Cust31186,Suburu,Legacy,2008
Cust31188,Suburu,Legacy,2007
Cust31189,Accura,TL,2010
Cust31191,Suburu,TL,2010
Cust31194,Dodge,M5,2010
Cust31195,Dodge,RAM,2010
Cust31196,Dodge,RAM,2009
Cust31197,BMW,M5,2009
Cust31198,Mercedes,ML350,2009
Cust31199,Dodge,RAM,2009
Cust31200,Suburu,RAM,2010
Cust31201,Chevrolet,A5,2008
Cust31202,Volkswagen,Malibu,2011
Cust31203,Chevrolet,Jetta,2002
Cust31206,Volkswagen,Malibu,2004
Cust31209,Chevrolet,Malibu,2009
Cust3121,Chevrolet,Tahoe,1998
Cust31211,Ford,Ultima,2003
Cust31212,Nissan,Ultima,2002
Cust31213,Ford,Fusion,2002
Cust31214,Nissan,Ultima,2004
Cust31216,Saab,Ultima,2008
Cust31217,Nissan,95,2012
Cust31218,Saab,95,2004
Cust3122,Jeep,Tahoe,1997
Cust31220,Jeep,Wrangler,2001
Cust31222,Dodge,Camry,2012
Cust31223,Toyota,RAM,2012
Cust31224,Suburu,Legacy,2007
Cust31227,Toyota,RAM,2012
Cust31228,Dodge,Neon,2008
Cust31229,Chevrolet,Neon,2008
Cust3123,Ford,Escape,2000
Cust31230,Dodge,Malibu,2004
Cust31232,Chevrolet,Neon,2002
Cust31234,Chevrolet,Silverado,2007
Cust31235,Dodge,Neon,2001
Cust31237,Volkswagen,Forrestor,2009
Cust31238,Suburu,Passat,2011
Cust31239,Nissan,Passat,2013
Cust3124,Ford,Escape,2000
Cust31240,Volkswagen,Passat,2010
Cust31242,Volkswagen,Forrestor,2009
Cust31243,Volkswagen,Passat,2004
Cust31245,Volkswagen,Maxima,2012
Cust31246,Toyota,Pathfinder,2007
Cust31247,Nissan,Pathfinder,2012
Cust31248,Dodge,RAM,2004
Cust31249,Nissan,Corolla,2002
Cust3125,Dodge,Fusion,2006
Cust31250,Dodge,RAM,2006
Cust31251,Chevrolet,Pathfinder,2013
Cust31252,Nissan,Pathfinder,2007
Cust31253,Toyota,Corolla,2007
Cust31254,Nissan,Pathfinder,2013
Cust31255,Dodge,Neon,2015
Cust31256,Dodge,Neon,2014
Cust31257,Suburu,Legacy,2015
Cust31258,Nissan,Legacy,2013
Cust3126,Ford,Neon,2005
Cust31260,Suburu,Neon,2014
Cust31261,Suburu,A3,2015
Cust31262,Suburu,Legacy,2015
Cust31264,Toyota,Camry,2006
Cust31265,Toyota,Maxima,2008
Cust31266,Dodge,Neon,2003
Cust31267,Toyota,Maxima,2009
Cust31268,Toyota,Camry,2009
Cust31269,Toyota,Maxima,2008
Cust3127,Suburu,Legacy,2006
Cust31270,Nissan,Camry,2011
Cust31271,Nissan,Maxima,2004
Cust31275,Saab,X6,1996
Cust31276,Dodge,95,2000
Cust31277,BMW,X6,1998
Cust31278,Saab,RAM,1996
Cust3128,BMW,X5,2009
Cust31281,Saab,RAM,1996
Cust31282,Jeep,Grand Cherokee,1999
Cust31283,Jeep,Jetta,1999
